Date,Open,High,Low,Close,Volume
2022-01-03,55.06100082397461,56.132999420166016,54.29999923706055,55.82600021362305,3458000
2022-01-04,56.01499938964844,57.625999450683594,53.50199890136719,55.106998443603516,3947000
2022-01-05,54.17599868774414,55.250999450683594,50.749000549316406,50.90999984741211,5470000
2022-01-06,50.0,50.849998474121094,47.78200149536133,49.86199951171875,4845000
2022-01-07,49.09000015258789,50.0,47.12099838256836,48.29499816894531,4258000
2022-01-10,46.36899948120117,48.22600173950195,44.82500076293945,48.19499969482422,5597000
2022-01-11,48.22999954223633,51.30799865722656,47.41699981689453,50.65599822998047,4742000
2022-01-12,52.400001525878906,52.99800109863281,51.071998596191406,51.4640007019043,3623000
2022-01-13,52.185001373291016,52.76900100708008,48.750999450683594,48.95899963378906,3251000
2022-01-14,48.41699981689453,50.262001037597656,48.183998107910156,49.95600128173828,2645000
2022-01-18,48.47999954223633,48.95600128173828,46.6619987487793,46.827999114990234,4083000
2022-01-19,48.27899932861328,49.19900131225586,45.84600067138672,46.04199981689453,4224000
2022-01-20,46.70899963378906,49.08700180053711,45.54999923706055,45.75299835205078,4393000
2022-01-21,42.284000396728516,43.40800094604492,36.5989990234375,37.5890007019043,15707000
2022-01-24,32.0,37.29999923706055,31.900999069213867,37.04499816894531,15052000
2022-01-25,36.999000549316406,37.939998626708984,35.5,36.505001068115234,8319000
2022-01-26,39.36600112915039,39.36600112915039,34.595001220703125,35.3650016784668,7892000
2022-01-27,36.0,36.0,31.759000778198242,31.94499969482422,8723000
2022-01-28,32.86899948120117,34.209999084472656,30.7189998626709,33.89500045776367,8143000
2022-01-31,33.78799819946289,37.08000183105469,33.29499816894531,36.80099868774414,7630000
2022-02-01,38.2859992980957,39.095001220703125,36.26900100708008,37.29999923706055,6406000
2022-02-02,36.67399978637695,36.86899948120117,33.604000091552734,34.88399887084961,7402000
2022-02-03,34.0,35.685001373291016,33.19599914550781,34.00899887084961,5536000
2022-02-04,34.07600021362305,39.858001708984375,33.9739990234375,39.16400146484375,9440000
2022-02-07,40.45100021362305,43.33300018310547,40.400001525878906,41.34700012207031,10874000
2022-02-08,40.875,42.67300033569336,40.347999572753906,42.542999267578125,4889000
2022-02-09,43.0,44.65999984741211,42.220001220703125,44.65999984741211,3989000
2022-02-10,43.95000076293945,46.30400085449219,42.45399856567383,43.14799880981445,6236000
2022-02-11,43.01100158691406,44.3650016784668,40.54999923706055,41.10100173950195,4972000
2022-02-14,41.470001220703125,42.94900131225586,40.5,40.94900131225586,3424000
2022-02-15,43.10100173950195,43.827999114990234,42.45000076293945,43.7239990234375,3136000
2022-02-16,42.85200119018555,43.750999450683594,41.60300064086914,43.49800109863281,3304000
2022-02-17,42.02299880981445,42.33000183105469,40.1879997253418,40.459999084472656,3753000
2022-02-18,40.45899963378906,40.74599838256836,38.52199935913086,39.59700012207031,4694000
2022-02-22,37.58100128173828,39.0,36.80400085449219,37.77000045776367,4672000
2022-02-23,39.04999923706055,39.31999969482422,36.29999923706055,36.50299835205078,3656000
2022-02-24,34.02399826049805,39.939998626708984,33.683998107910156,39.69599914550781,7313000
2022-02-25,40.29999923706055,41.20000076293945,39.257999420166016,40.5,4070000
2022-02-28,40.15700149536133,44.71200180053711,40.15700149536133,44.29999923706055,5982000
2022-03-01,46.512001037597656,47.30500030517578,44.96900177001953,46.472999572753906,6571000
2022-03-02,45.481998443603516,46.96900177001953,45.09299850463867,45.92900085449219,4028000
2022-03-03,45.5099983215332,46.01499938964844,42.61199951171875,42.869998931884766,3182000
2022-03-04,42.5,43.36199951171875,40.70600128173828,41.0359992980957,3406000
2022-03-07,41.5099983215332,42.5,38.84299850463867,38.89099884033203,4722000
2022-03-08,39.49800109863281,42.5,39.361000061035156,41.0359992980957,4432000
2022-03-09,44.20000076293945,45.44499969482422,43.42399978637695,43.67499923706055,4581000
2022-03-10,41.5,42.29800033569336,40.64699935913086,42.112998962402344,2919000
