Date,Symbol,Adj_Close,High,Low,Open,Close,Volume
2021-01-14,AXON,149.63999938964844,152.0,145.41000366210938,146.08999633789062,149.63999938964844,825900.0
2021-01-15,AXON,150.77000427246094,166.49000549316406,150.0,161.89999389648438,150.77000427246094,1683000.0
2021-01-19,AXON,159.36000061035156,159.85000610351562,154.0,154.8300018310547,159.36000061035156,1234100.0
2021-01-20,AXON,164.55999755859375,168.47999572753906,162.41000366210938,162.74000549316406,164.55999755859375,1308000.0
2021-01-21,AXON,162.5399932861328,168.39999389648438,161.7100067138672,168.02999877929688,162.5399932861328,868000.0
2021-01-22,AXON,170.25999450683594,171.72999572753906,160.85000610351562,161.0800018310547,170.25999450683594,654200.0
2021-01-25,AXON,174.5399932861328,177.7100067138672,168.02999877929688,173.4600067138672,174.5399932861328,609600.0
2021-01-26,AXON,176.64999389648438,180.69000244140625,175.25,176.52000427246094,176.64999389648438,849100.0
2021-01-27,AXON,170.0399932861328,176.64999389648438,168.41000366210938,171.72000122070312,170.0399932861328,659000.0
2021-01-28,AXON,163.97000122070312,176.60000610351562,162.57000732421875,166.3699951171875,163.97000122070312,732700.0
2021-01-29,AXON,164.16000366210938,168.97000122070312,160.3000030517578,161.60000610351562,164.16000366210938,356700.0
2021-02-01,AXON,166.14999389648438,168.0,163.3699951171875,167.1300048828125,166.14999389648438,331200.0
2021-02-02,AXON,166.52999877929688,171.9499969482422,165.00999450683594,171.6199951171875,166.52999877929688,357200.0
2021-02-03,AXON,167.5500030517578,169.05999755859375,163.86000061035156,167.85000610351562,167.5500030517578,294300.0
2021-02-04,AXON,175.33999633789062,175.57000732421875,166.02999877929688,169.8000030517578,175.33999633789062,433000.0
2021-02-05,AXON,177.17999267578125,178.52000427246094,172.97000122070312,178.22000122070312,177.17999267578125,185600.0
2021-02-08,AXON,182.38999938964844,182.47999572753906,176.52000427246094,180.0,182.38999938964844,388600.0
2021-02-09,AXON,183.16000366210938,184.88999938964844,180.24000549316406,180.24000549316406,183.16000366210938,397200.0
2021-02-10,AXON,187.97999572753906,190.0399932861328,182.16000366210938,185.0,187.97999572753906,485500.0
2021-02-11,AXON,203.50999450683594,212.3699951171875,189.63999938964844,190.0,203.50999450683594,2637000.0
2021-02-12,AXON,195.5399932861328,202.4600067138672,194.80999755859375,202.0,195.5399932861328,914800.0
2021-02-16,AXON,175.92999267578125,198.8800048828125,175.9199981689453,198.22999572753906,175.92999267578125,1325000.0
2021-02-17,AXON,178.3800048828125,180.88999938964844,175.0,177.1699981689453,178.3800048828125,785400.0
2021-02-18,AXON,173.75,178.3800048828125,171.1300048828125,176.2100067138672,173.75,477400.0
2021-02-19,AXON,177.0,180.99000549316406,175.99000549316406,176.3800048828125,177.0,459500.0
2021-02-22,AXON,170.0,180.0,168.9499969482422,177.14999389648438,170.0,495700.0
2021-02-23,AXON,169.13999938964844,170.67999267578125,156.88999938964844,164.80999755859375,169.13999938964844,659400.0
2021-02-24,AXON,161.4499969482422,171.82000732421875,160.02999877929688,170.9600067138672,161.4499969482422,815500.0
2021-02-25,AXON,159.89999389648438,168.74000549316406,158.5,161.89999389648438,159.89999389648438,572300.0
2021-02-26,AXON,165.49000549316406,169.0,160.0,160.89999389648438,165.49000549316406,652900.0
2021-03-01,AXON,169.64999389648438,174.8300018310547,167.22000122070312,170.74000549316406,169.64999389648438,1052200.0
2021-03-02,AXON,166.14999389648438,172.7100067138672,163.49000549316406,169.99000549316406,166.14999389648438,814400.0
2021-03-03,AXON,155.00999450683594,167.7899932861328,153.94000244140625,164.64999389648438,155.00999450683594,634600.0
2021-03-04,AXON,144.89999389648438,155.36000061035156,138.25999450683594,151.8300018310547,144.89999389648438,1239800.0
2021-03-05,AXON,143.0399932861328,145.0,128.00999450683594,144.5399932861328,143.0399932861328,911100.0
