Date,Symbol,Adj_Close,High,Low,Open,Close,Volume
2015-01-21,COST,112.73043060302734,139.6999969482422,138.3800048828125,138.85000610351562,139.13999938964844,1682000.0
2015-01-22,COST,114.45612335205078,141.27999877929688,138.38999938964844,139.5,141.27000427246094,1897500.0
2015-01-23,COST,115.0881118774414,142.30999755859375,140.8699951171875,141.58999633789062,142.0500030517578,1696800.0
2015-01-26,COST,115.78482055664062,143.0500030517578,141.57000732421875,141.66000366210938,142.91000366210938,1482800.0
2015-01-27,COST,114.22927856445312,142.8000030517578,140.8699951171875,142.75,140.99000549316406,1786500.0
2015-01-28,COST,113.11927795410156,142.4499969482422,139.55999755859375,141.60000610351562,139.6199951171875,2016300.0
2015-01-29,COST,113.9457015991211,140.69000244140625,138.91000366210938,140.16000366210938,140.63999938964844,1873400.0
2015-01-30,COST,115.84966278076172,143.8000030517578,141.33999633789062,143.08999633789062,142.99000549316406,5169000.0
2015-02-02,COST,118.28833770751953,146.22999572753906,140.1300048828125,144.0,146.0,4797500.0
2015-02-03,COST,124.5673828125,153.88999938964844,144.77000427246094,146.36000061035156,153.75,10302900.0
2015-02-04,COST,126.32544708251953,156.85000610351562,152.07000732421875,152.0800018310547,155.9199981689453,11006300.0
2015-02-05,COST,124.79364776611328,151.10000610351562,147.52000427246094,149.5,149.08999633789062,6986700.0
2015-02-06,COST,124.46726989746094,149.9499969482422,148.16000366210938,149.2100067138672,148.6999969482422,2927400.0
2015-02-09,COST,123.4963150024414,149.16000366210938,146.82000732421875,148.6999969482422,147.5399932861328,2740200.0
2015-02-10,COST,124.06549072265625,148.47999572753906,147.0,147.99000549316406,148.22000122070312,1703400.0
2015-02-11,COST,123.72566223144531,148.47999572753906,146.5500030517578,148.38999938964844,147.4600067138672,2295800.0
2015-02-12,COST,123.97738647460938,148.38999938964844,146.86000061035156,148.00999450683594,147.75999450683594,1712200.0
2015-02-13,COST,123.4236068725586,148.8000030517578,146.94000244140625,148.22999572753906,147.10000610351562,1926800.0
2015-02-17,COST,123.78438568115234,147.61000061035156,145.66000366210938,147.0,147.52999877929688,1541500.0
2015-02-18,COST,123.53267669677734,147.47999572753906,146.52999877929688,147.16000366210938,147.22999572753906,1541000.0
2015-02-19,COST,123.0628433227539,147.50999450683594,146.4600067138672,146.89999389648438,146.6699981689453,1273700.0
2015-02-20,COST,123.79278564453125,147.7899932861328,145.89999389648438,146.6699981689453,147.5399932861328,1595600.0
2015-02-23,COST,124.50598907470703,148.4600067138672,147.02999877929688,148.0,148.38999938964844,1587300.0
2015-02-24,COST,124.35494232177734,149.39999389648438,148.0,149.3800048828125,148.2100067138672,1844200.0
2015-02-25,COST,123.74243927001953,148.60000610351562,147.19000244140625,147.6999969482422,147.47999572753906,1602700.0
2015-02-26,COST,123.04603576660156,147.61000061035156,146.1999969482422,147.07000732421875,146.64999389648438,1892600.0
2015-02-27,COST,123.30611419677734,147.55999755859375,145.8300018310547,147.55999755859375,146.9600067138672,3036200.0
2015-03-02,COST,124.12842559814453,148.49000549316406,147.32000732421875,147.32000732421875,147.94000244140625,2108600.0
2015-03-03,COST,123.65020751953125,148.13999938964844,146.66000366210938,147.94000244140625,147.3699951171875,1514300.0
2015-03-04,COST,123.48236083984375,147.97999572753906,145.77999877929688,147.83999633789062,147.1699981689453,2208600.0
2015-03-05,COST,126.83858489990234,151.75,149.0,150.77000427246094,151.1699981689453,4471100.0
2015-03-06,COST,125.47088623046875,150.14999389648438,148.1699981689453,149.2899932861328,149.5399932861328,3014900.0
2015-03-09,COST,126.42741394042969,150.99000549316406,149.5500030517578,149.7899932861328,150.67999267578125,1727900.0
2015-03-10,COST,124.31299591064453,150.14999389648438,148.14999389648438,149.75,148.16000366210938,2128100.0
2015-03-11,COST,123.6753158569336,148.99000549316406,147.33999633789062,148.3300018310547,147.39999389648438,1734300.0
2015-03-12,COST,125.38701629638672,149.63999938964844,147.39999389648438,148.3800048828125,149.44000244140625,1564000.0
2015-03-13,COST,125.25270080566406,149.91000366210938,148.14999389648438,149.08999633789062,149.27999877929688,1470100.0
2015-03-16,COST,125.84850311279297,151.0,149.27999877929688,149.72000122070312,149.99000549316406,2532700.0
2015-03-17,COST,125.88198852539062,150.1999969482422,148.42999267578125,149.38999938964844,150.02999877929688,1972500.0
2015-03-18,COST,126.63713836669922,151.6300048828125,148.25,150.0,150.92999267578125,2772500.0
2015-03-19,COST,126.95601654052734,151.5,150.32000732421875,151.0,151.30999755859375,1862900.0
2015-03-20,COST,128.02996826171875,153.14999389648438,151.75,152.1300048828125,152.58999633789062,5859300.0
2015-03-23,COST,128.31529235839844,153.55999755859375,152.6999969482422,153.14999389648438,152.92999267578125,1665900.0
2015-03-24,COST,128.49143981933594,154.22999572753906,152.88999938964844,152.9499969482422,153.13999938964844,1637000.0
2015-03-25,COST,126.77139282226562,153.9600067138672,151.08999633789062,153.5500030517578,151.08999633789062,2266800.0
2015-03-26,COST,125.90721893310547,150.77000427246094,149.1699981689453,149.32000732421875,150.05999755859375,1554800.0
2015-03-27,COST,126.25119018554688,151.22000122070312,150.02000427246094,150.2100067138672,150.47000122070312,1329900.0
2015-03-30,COST,127.84538269042969,152.58999633789062,150.8000030517578,150.91000366210938,152.3699951171875,1463800.0
2015-03-31,COST,127.11544036865234,153.0,151.25,151.83999633789062,151.5,1886100.0
2015-04-01,COST,126.05821990966797,151.8699951171875,149.6999969482422,151.8300018310547,150.24000549316406,1795000.0
2015-04-02,COST,127.22449493408203,152.0,150.36000061035156,150.47000122070312,151.6300048828125,1095300.0
2015-04-06,COST,127.95448303222656,152.83999633789062,150.60000610351562,151.3699951171875,152.5,1767600.0
2015-04-07,COST,127.350341796875,152.9499969482422,151.72000122070312,152.52999877929688,151.77999877929688,1391700.0
2015-04-08,COST,127.53492736816406,152.6699981689453,151.19000244140625,152.22999572753906,152.0,1483000.0
2015-04-09,COST,124.8583755493164,151.0,148.27000427246094,150.57000732421875,148.80999755859375,3401800.0
2015-04-10,COST,125.5548324584961,150.02999877929688,148.6199951171875,149.39999389648438,149.63999938964844,1572900.0
2015-04-13,COST,125.03456115722656,150.33999633789062,148.92999267578125,149.44000244140625,149.02000427246094,1120200.0
2015-04-14,COST,125.45410919189453,150.10000610351562,147.72000122070312,149.0,149.52000427246094,1540800.0
2015-04-15,COST,125.07656860351562,150.6699981689453,149.0500030517578,149.5800018310547,149.07000732421875,1404700.0
2015-04-16,COST,123.43202209472656,148.89999389648438,146.91000366210938,148.75999450683594,147.11000061035156,2680600.0
2015-04-17,COST,121.30082702636719,146.72999572753906,143.10000610351562,146.5800018310547,144.57000732421875,4369300.0
2015-04-20,COST,122.76079559326172,147.25,145.75,146.64999389648438,146.30999755859375,2881900.0
2015-04-21,COST,123.62499237060547,148.0800018310547,146.60000610351562,146.97999572753906,147.33999633789062,1616700.0
2015-04-22,COST,123.32293701171875,147.92999267578125,146.27999877929688,147.92999267578125,146.97999572753906,1423500.0
2015-04-23,COST,123.59139251708984,147.9499969482422,146.27000427246094,146.60000610351562,147.3000030517578,1351800.0
2015-04-24,COST,124.27941131591797,148.39999389648438,146.8699951171875,147.3300018310547,148.1199951171875,1421100.0
2015-04-27,COST,123.30611419677734,148.50999450683594,146.86000061035156,148.3000030517578,146.9600067138672,1717000.0
2015-04-28,COST,123.0124740600586,147.19000244140625,146.0500030517578,146.88999938964844,146.61000061035156,1302100.0
2015-04-29,COST,121.5401382446289,146.25,143.8699951171875,145.8800048828125,144.4600067138672,1719000.0
2015-04-30,COST,120.35383605957031,144.89999389648438,142.5399932861328,143.85000610351562,143.0500030517578,2523200.0
2015-05-01,COST,122.32257080078125,145.74000549316406,143.22000122070312,143.4600067138672,145.38999938964844,1504700.0
2015-05-04,COST,122.62549591064453,146.2100067138672,144.61000061035156,145.38999938964844,145.75,1288800.0
2015-05-05,COST,121.57380676269531,145.74000549316406,144.2899932861328,145.1199951171875,144.5,1769600.0
2015-05-06,COST,121.80098724365234,145.83999633789062,144.00999450683594,145.35000610351562,144.77000427246094,1737300.0
2015-05-07,COST,121.6242446899414,145.61000061035156,144.00999450683594,144.52000427246094,144.55999755859375,2564500.0
2015-05-08,COST,122.73484802246094,147.55999755859375,145.8000030517578,146.0,145.8800048828125,1728700.0
