entry_date,exit_date,trade_direction,asset1_position,asset2_position,asset1_entry_price,asset2_entry_price,asset1_exit_price,asset2_exit_price,entry_spread,exit_spread,entry_zscore,exit_zscore,gross_return,transaction_costs,net_return,half_life,mean_reversion_speed,exit_reason,hold_period,regime
2022-03-07,2022-04-29,Long,0.16493095678664157,-0.3983696863902828,195.7229766845703,114.13452911376952,205.8700714111328,117.04376983642578,-79.95441860376877,23.142502129840324,1.0,0.0,-0.0016035661889044865,0.23749432817147464,-0.23909789436037912,120.33787252479053,2.862097836381392e-06,Trailing Stop,38,calm_bullish
2022-05-24,2022-06-16,Short,-0.1905067148817907,0.27271646592730914,200.94461059570312,109.89766693115234,189.5552978515625,105.80706787109376,43.62257941314189,58.81198410547478,-1.0,0.0,0.0006466818789923889,0.1998286315184769,-0.19918194963948452,245.30223507065116,4.991451629510672e-06,Trailing Stop,16,calm_bearish
2022-07-28,2022-08-30,Short,-0.13791427505647402,0.15906144876140615,221.8841857910156,116.59138488769533,232.8343048095703,116.19563293457033,87.41518622051044,-34.64769735120956,-1.0,-1.0,-0.007346063251872455,0.14960941694041613,-0.15695548019228858,123.3967792409743,0.0698443004546999,Trailing Stop,23,calm_bullish
2022-09-01,2022-09-26,Short,-0.18174580040832353,0.4177695205154767,231.715576171875,115.36317443847656,217.70132446289065,106.66464233398438,-33.463690485328186,7.177955757612779,-1.0,-1.0,-0.02050830105569051,0.26165413331553394,-0.28216243437122446,69.55363165575042,0.0877699278691913,Trailing Stop,16,calm_bearish
2022-10-05,2022-12-06,Short,-0.1675414144789064,0.28245024300707416,225.2995147705078,107.92733001708984,246.1613006591797,113.60629272460938,43.34987154202898,25.796575806285944,-1.0,0.0,-0.0006515511371345279,0.2123421561991483,-0.21299370733628284,89.46537937741878,6.095368628296831e-07,Time Stop,43,calm_bullish
2022-12-27,2023-01-27,Long,0.1842940103358829,-0.4643241579116882,230.52447509765625,109.25529479980467,211.25509643554688,106.44881439208984,-44.74151245590235,-85.6116958731368,1.0,0.0,-0.003477743489633341,0.272360936671409,-0.27583868016104235,241.3598237091752,6.701686699815076e-09,Trailing Stop,21,calm_bearish
2023-02-02,2023-03-15,Long,0.15432872188806335,-0.4487613043140798,216.92874145507807,110.85630798339844,205.18695068359372,101.44985961914062,-105.4222814358917,-54.33138810178261,1.0,0.0,0.02972515929611247,0.24062905191584327,-0.2109038926197308,170.6253046369959,6.843815711476327e-07,Trailing Stop,28,calm_bearish
2023-03-30,2023-06-01,Long,0.15530453980593392,-0.34295458265730167,211.5855255126953,110.011474609375,203.8013916015625,102.48998260498048,-31.349673994788645,72.77554998248962,1.0,0.0,0.01773424575053384,0.20608473386527976,-0.18835048811474592,339.9314893384793,2.1105731099517706e-05,Time Stop,43,calm_bearish
2023-07-18,2023-09-18,Short,-0.17638796535678306,0.218838391854735,226.1891326904297,115.71234130859376,240.50970458984372,112.00426483154295,82.62886972975087,-17.44593447694811,-1.0,-1.0,-0.018180358724620663,0.19822979134285407,-0.21641015006747472,103.13749146618385,,Time Stop,43,calm_bullish
2023-10-26,2023-12-28,Long,0.1193528787849745,-0.13183086655369197,212.3523406982422,108.03678894042967,227.49539184570312,115.97035217285156,93.02062745691744,147.28135503933905,1.0,0.0,-0.0011696858353154854,0.12304222295001363,-0.12421190878532912,779.7428423201255,0.06674433752204639,Time Stop,43,calm_bullish
2024-02-01,2024-04-04,Short,-0.12162115135184114,0.12012365855373902,240.49989318847656,118.1344757080078,237.66705322265625,117.29437255859376,123.81997965665255,-100.54445896723593,-1.0,0.0,0.0005783223046654249,0.12965368371569008,-0.12907536141102466,243.96071472780687,0.0251857945145777,Time Stop,43,calm_bullish
2024-04-10,2024-04-16,Long,0.12688170236540997,-0.3239877816592859,246.0521697998047,123.74610900878906,240.34397888183597,118.41854095458984,-69.9289890221591,8.222708202207656,1.0,0.0,0.011004912028533227,0.2102597386599573,-0.19925482663142408,65.38571550943676,1.4508512764444597e-05,Signal Exit,4,calm_bullish
2024-05-02,2024-05-03,Short,-0.09643184010305851,0.11928562658820638,243.41458129882807,116.7274169921875,238.0607147216797,117.40190887451172,99.02344387932845,87.1777555304063,-1.0,0.0,0.002810277723175143,0.1115367181471589,-0.10872644042398376,433.9406672367346,0.06860991491103464,Signal Exit,1,calm_bullish
2024-06-10,2024-06-21,Short,-0.1430213279142755,0.1528288486307155,248.3256072998047,120.80307006835938,245.45123291015625,124.1340789794922,119.23860762749754,132.28603973385964,-1.0,0.0,0.005869558797472338,0.16208112278402512,-0.15621156398655278,794.4031545207062,0.24185545631643962,Signal Exit,8,calm_bullish
2024-07-22,2024-09-20,Short,-0.169236348038446,0.228081610249823,244.46139526367188,120.90161895751952,274.98516845703125,132.381103515625,81.52100891488837,-58.0819093088611,-1.0,0.0,0.0005250403741419614,0.21851755595301836,-0.2179925155788764,138.0069161588326,0.05642479484669859,Time Stop,43,calm_bullish
2024-10-02,2024-12-03,Long,0.18788127495075516,-0.4429893597956662,278.63623046875,139.86143493652344,302.0051574707031,144.49000549316406,-51.13121196995547,1.6542088468563634,1.0,0.0,0.0010971265983906985,0.3525844602122449,-0.3514873336138542,59.4135216329754,1.6274306362191516e-06,Time Stop,43,calm_bullish
