Date,Symbol,Open,High,Low,Close,Volume,fetch_time
2025-01-14 09:22:00+00:00,GOOGL,192.4,192.58,192.4,192.58,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:23:00+00:00,GOOGL,192.58,192.58,192.55,192.56,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:24:00+00:00,GOOGL,192.56,192.56,192.46,192.49,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:25:00+00:00,GOOGL,192.53,192.53,192.4,192.4,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:26:00+00:00,GOOGL,192.47,192.48,192.42,192.42,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:27:00+00:00,GOOGL,192.41,192.49,192.41,192.49,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:28:00+00:00,GOOGL,192.48,192.48,192.48,192.48,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:30:00+00:00,GOOGL,192.38,192.45,192.32,192.45,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:31:00+00:00,GOOGL,192.47,192.47,192.44,192.44,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:32:00+00:00,GOOGL,192.33,192.33,192.33,192.33,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:34:00+00:00,GOOGL,192.44,192.44,192.44,192.44,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:35:00+00:00,GOOGL,192.46,192.46,192.44,192.44,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:36:00+00:00,GOOGL,192.28,192.28,192.27,192.27,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:37:00+00:00,GOOGL,192.3,192.3,192.3,192.3,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:38:00+00:00,GOOGL,192.37,192.37,192.3,192.3,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:39:00+00:00,GOOGL,192.35,192.35,192.35,192.35,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:40:00+00:00,GOOGL,192.33,192.35,192.33,192.35,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:41:00+00:00,GOOGL,192.36,192.36,192.36,192.36,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:42:00+00:00,GOOGL,192.36,192.36,192.36,192.36,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:43:00+00:00,GOOGL,192.41,192.43,192.41,192.43,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:44:00+00:00,GOOGL,192.44,192.44,192.43,192.43,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:48:00+00:00,GOOGL,192.46,192.46,192.45,192.45,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:49:00+00:00,GOOGL,192.51,192.51,192.51,192.51,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:50:00+00:00,GOOGL,192.53,192.53,192.53,192.53,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:51:00+00:00,GOOGL,192.48,192.5,192.48,192.48,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:52:00+00:00,GOOGL,192.45,192.48,192.45,192.48,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:53:00+00:00,GOOGL,192.49,192.49,192.49,192.49,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:54:00+00:00,GOOGL,192.47,192.47,192.47,192.47,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:55:00+00:00,GOOGL,192.49,192.49,192.49,192.49,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:56:00+00:00,GOOGL,192.49,192.49,192.49,192.49,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:57:00+00:00,GOOGL,192.5,192.5,192.5,192.5,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 09:59:00+00:00,GOOGL,192.51,192.51,192.51,192.51,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:00:00+00:00,GOOGL,192.51,192.51,192.49,192.51,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:01:00+00:00,GOOGL,192.49,192.53,192.49,192.53,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:02:00+00:00,GOOGL,192.5,192.52,192.5,192.52,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:06:00+00:00,GOOGL,192.58,192.6,192.58,192.6,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:07:00+00:00,GOOGL,192.58,192.6,192.58,192.6,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:08:00+00:00,GOOGL,192.59,192.59,192.59,192.59,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:10:00+00:00,GOOGL,192.56,192.56,192.56,192.56,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:12:00+00:00,GOOGL,192.54,192.54,192.54,192.54,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:14:00+00:00,GOOGL,192.48,192.48,192.47,192.47,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:15:00+00:00,GOOGL,192.45,192.45,192.33,192.33,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:16:00+00:00,GOOGL,192.27,192.27,192.2,192.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:18:00+00:00,GOOGL,192.18,192.18,192.18,192.18,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:19:00+00:00,GOOGL,192.21,192.21,192.21,192.21,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:20:00+00:00,GOOGL,192.21,192.21,191.93,191.93,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:21:00+00:00,GOOGL,191.98,192.0,191.98,192.0,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:22:00+00:00,GOOGL,191.9,191.97,191.86,191.86,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:23:00+00:00,GOOGL,191.86,191.94,191.86,191.94,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:24:00+00:00,GOOGL,191.94,191.94,191.91,191.91,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:26:00+00:00,GOOGL,191.96,191.96,191.96,191.96,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:27:00+00:00,GOOGL,191.96,191.96,191.81,191.81,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:28:00+00:00,GOOGL,191.87,191.95,191.87,191.95,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:29:00+00:00,GOOGL,191.86,191.92,191.86,191.92,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:30:00+00:00,GOOGL,191.93,191.93,191.93,191.93,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:32:00+00:00,GOOGL,191.88,191.88,191.88,191.88,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:33:00+00:00,GOOGL,192.0,192.0,192.0,192.0,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:35:00+00:00,GOOGL,191.98,191.98,191.98,191.98,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:36:00+00:00,GOOGL,191.9,191.95,191.9,191.95,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:38:00+00:00,GOOGL,191.97,191.98,191.97,191.98,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:39:00+00:00,GOOGL,191.97,191.97,191.97,191.97,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:41:00+00:00,GOOGL,191.96,191.96,191.9,191.9,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:42:00+00:00,GOOGL,191.9,191.9,191.86,191.86,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:43:00+00:00,GOOGL,191.88,191.88,191.88,191.88,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:46:00+00:00,GOOGL,191.98,191.99,191.98,191.99,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:47:00+00:00,GOOGL,192.09,192.12,192.09,192.12,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:48:00+00:00,GOOGL,192.06,192.06,192.05,192.05,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:49:00+00:00,GOOGL,192.12,192.13,192.12,192.12,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:50:00+00:00,GOOGL,192.12,192.12,192.12,192.12,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:51:00+00:00,GOOGL,192.12,192.12,192.12,192.12,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:52:00+00:00,GOOGL,192.18,192.3,192.18,192.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:53:00+00:00,GOOGL,192.23,192.23,192.23,192.23,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:54:00+00:00,GOOGL,192.22,192.24,192.22,192.24,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:55:00+00:00,GOOGL,192.2,192.2,192.2,192.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 10:58:00+00:00,GOOGL,192.29,192.29,192.23,192.23,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:03:00+00:00,GOOGL,192.23,192.23,192.23,192.23,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:04:00+00:00,GOOGL,192.18,192.18,192.18,192.18,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:05:00+00:00,GOOGL,192.12,192.12,192.12,192.12,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:07:00+00:00,GOOGL,192.2,192.2,192.2,192.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:08:00+00:00,GOOGL,192.2,192.2,192.2,192.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:11:00+00:00,GOOGL,192.24,192.32,192.24,192.32,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:13:00+00:00,GOOGL,192.22,192.22,192.22,192.22,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:15:00+00:00,GOOGL,192.24,192.24,192.21,192.21,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:16:00+00:00,GOOGL,192.29,192.29,192.21,192.21,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:18:00+00:00,GOOGL,192.19,192.2,192.14,192.14,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:19:00+00:00,GOOGL,192.15,192.15,192.05,192.05,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:20:00+00:00,GOOGL,192.06,192.11,192.03,192.03,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:22:00+00:00,GOOGL,192.03,192.1,192.0,192.1,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:23:00+00:00,GOOGL,192.02,192.12,192.02,192.12,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:24:00+00:00,GOOGL,192.05,192.12,192.04,192.12,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:27:00+00:00,GOOGL,192.04,192.04,192.04,192.04,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:28:00+00:00,GOOGL,192.06,192.06,192.0,192.0,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:30:00+00:00,GOOGL,191.97,191.97,191.97,191.97,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:31:00+00:00,GOOGL,191.96,191.96,191.91,191.91,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:33:00+00:00,GOOGL,191.94,191.94,191.9,191.9,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:34:00+00:00,GOOGL,191.95,191.95,191.94,191.95,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:35:00+00:00,GOOGL,191.96,191.96,191.95,191.96,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:37:00+00:00,GOOGL,192.03,192.03,192.03,192.03,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:38:00+00:00,GOOGL,192.03,192.03,192.03,192.03,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:43:00+00:00,GOOGL,192.08,192.08,192.08,192.08,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:45:00+00:00,GOOGL,192.03,192.03,191.91,191.93,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:46:00+00:00,GOOGL,191.91,191.91,191.91,191.91,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:47:00+00:00,GOOGL,192.0,192.0,191.98,192.0,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:48:00+00:00,GOOGL,191.99,191.99,191.99,191.99,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:50:00+00:00,GOOGL,191.91,191.91,191.91,191.91,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:51:00+00:00,GOOGL,191.93,191.93,191.9,191.91,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:55:00+00:00,GOOGL,191.91,191.92,191.86,191.89,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:56:00+00:00,GOOGL,191.87,191.87,191.85,191.85,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:57:00+00:00,GOOGL,191.85,191.85,191.85,191.85,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 11:59:00+00:00,GOOGL,191.85,191.85,191.83,191.83,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:00:00+00:00,GOOGL,191.86,191.92,191.59,191.75,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:01:00+00:00,GOOGL,191.55,191.55,191.2,191.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:02:00+00:00,GOOGL,191.32,191.42,191.32,191.42,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:03:00+00:00,GOOGL,191.57,191.64,191.57,191.57,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:04:00+00:00,GOOGL,191.58,191.63,191.58,191.63,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:05:00+00:00,GOOGL,191.67,191.69,191.63,191.63,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:06:00+00:00,GOOGL,191.62,191.62,191.5,191.51,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:07:00+00:00,GOOGL,191.46,191.46,190.99,191.02,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:08:00+00:00,GOOGL,191.16,191.17,191.09,191.09,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:09:00+00:00,GOOGL,191.1,191.19,191.1,191.19,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:10:00+00:00,GOOGL,191.2,191.2,191.18,191.19,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:11:00+00:00,GOOGL,191.25,191.27,191.2,191.27,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:12:00+00:00,GOOGL,191.24,191.25,191.24,191.25,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:13:00+00:00,GOOGL,191.22,191.31,191.2,191.31,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:14:00+00:00,GOOGL,191.26,191.26,191.21,191.21,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:15:00+00:00,GOOGL,191.39,191.39,191.39,191.39,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:16:00+00:00,GOOGL,191.36,191.36,191.36,191.36,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:17:00+00:00,GOOGL,191.39,191.39,191.39,191.39,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:18:00+00:00,GOOGL,191.42,191.42,191.13,191.19,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:20:00+00:00,GOOGL,191.11,191.11,191.0,191.01,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:21:00+00:00,GOOGL,191.0,191.03,190.9,190.9,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:22:00+00:00,GOOGL,190.9,191.0,190.86,191.0,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:23:00+00:00,GOOGL,190.85,190.86,190.8,190.86,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:24:00+00:00,GOOGL,190.92,190.92,190.92,190.92,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:25:00+00:00,GOOGL,191.05,191.05,191.05,191.05,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:26:00+00:00,GOOGL,191.14,191.25,191.14,191.25,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:28:00+00:00,GOOGL,191.28,191.28,191.28,191.28,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:29:00+00:00,GOOGL,191.3,191.32,191.3,191.3,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:30:00+00:00,GOOGL,191.28,191.28,191.18,191.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:31:00+00:00,GOOGL,191.24,191.28,191.2,191.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:33:00+00:00,GOOGL,191.2,191.2,191.2,191.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:34:00+00:00,GOOGL,191.23,191.33,191.23,191.33,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:36:00+00:00,GOOGL,191.3,191.3,191.3,191.3,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:40:00+00:00,GOOGL,191.28,191.28,191.28,191.28,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:41:00+00:00,GOOGL,191.3,191.3,191.29,191.29,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:42:00+00:00,GOOGL,191.2,191.2,191.2,191.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:43:00+00:00,GOOGL,191.2,191.2,191.2,191.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:45:00+00:00,GOOGL,191.2,191.2,191.2,191.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:47:00+00:00,GOOGL,191.2,191.2,191.2,191.2,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:48:00+00:00,GOOGL,191.2,191.24,191.2,191.24,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:49:00+00:00,GOOGL,191.24,191.25,191.15,191.15,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:50:00+00:00,GOOGL,191.15,191.15,191.12,191.12,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:52:00+00:00,GOOGL,191.05,191.05,190.97,191.0,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:53:00+00:00,GOOGL,190.99,190.99,190.99,190.99,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:55:00+00:00,GOOGL,190.98,190.98,190.98,190.98,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:56:00+00:00,GOOGL,190.97,191.01,190.97,191.0,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:57:00+00:00,GOOGL,191.03,191.03,191.03,191.03,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 12:58:00+00:00,GOOGL,191.07,191.07,191.07,191.07,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:00:00+00:00,GOOGL,191.83,192.9188,190.79,191.39,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:01:00+00:00,GOOGL,190.9169,192.55,190.86,190.95,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:02:00+00:00,GOOGL,191.01,191.01,191.01,191.01,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:03:00+00:00,GOOGL,191.16,191.16,191.01,191.01,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:04:00+00:00,GOOGL,190.9502,191.1,190.9502,190.9855,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:05:00+00:00,GOOGL,191.01,191.051,190.95,191.051,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:06:00+00:00,GOOGL,191.04,191.04,190.84,190.84,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:07:00+00:00,GOOGL,191.0,191.0,190.85,190.92,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:08:00+00:00,GOOGL,190.96,191.0,190.9,190.95,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:09:00+00:00,GOOGL,190.83,190.9267,190.8,190.82,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:10:00+00:00,GOOGL,190.83,190.9653,190.78,190.96,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:11:00+00:00,GOOGL,190.79,190.96,190.78,190.89,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:12:00+00:00,GOOGL,190.79,190.894,190.79,190.85,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:13:00+00:00,GOOGL,190.89,190.9,190.84,190.85,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:14:00+00:00,GOOGL,190.89,190.89,190.88,190.89,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:15:00+00:00,GOOGL,190.86,191.05,190.82,191.05,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:16:00+00:00,GOOGL,191.05,191.05,190.89,190.96,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:17:00+00:00,GOOGL,190.89,191.03,190.83,190.84,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:18:00+00:00,GOOGL,190.87,190.95,190.82,190.95,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:19:00+00:00,GOOGL,190.95,190.95,190.77,190.8001,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:20:00+00:00,GOOGL,190.88,190.88,190.58,190.6,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:21:00+00:00,GOOGL,190.62,190.85,190.59,190.65,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:22:00+00:00,GOOGL,190.6,190.82,190.58,190.82,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:23:00+00:00,GOOGL,190.76,190.81,190.5801,190.63,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:24:00+00:00,GOOGL,190.63,190.63,190.5,190.5,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:25:00+00:00,GOOGL,190.5019,190.504,190.32,190.32,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:26:00+00:00,GOOGL,190.28,190.45,190.28,190.44,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:27:00+00:00,GOOGL,190.4423,190.53,190.32,190.37,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:28:00+00:00,GOOGL,190.36,190.36,190.36,190.36,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:29:00+00:00,GOOGL,190.39,190.55,190.38,190.49,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:30:00+00:00,GOOGL,190.79,192.25,190.79,192.21,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:31:00+00:00,GOOGL,191.86,192.41,191.86,192.39,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:32:00+00:00,GOOGL,192.27,192.4455,192.0,192.0,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:33:00+00:00,GOOGL,192.12,192.31,191.94,191.98,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:34:00+00:00,GOOGL,192.14,192.29,191.95,192.13,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:35:00+00:00,GOOGL,192.24,192.24,191.5,191.5,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:36:00+00:00,GOOGL,191.63,192.0386,191.55,191.7135,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:37:00+00:00,GOOGL,191.91,192.0,191.8,191.9,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:38:00+00:00,GOOGL,191.88,191.9997,191.75,191.84,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:39:00+00:00,GOOGL,191.86,191.95,191.7191,191.94,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:40:00+00:00,GOOGL,191.89,192.0,191.74,191.74,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:41:00+00:00,GOOGL,191.93,191.93,191.69,191.7,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:42:00+00:00,GOOGL,191.7,191.89,191.6947,191.79,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:43:00+00:00,GOOGL,191.82,191.9848,191.7,191.86,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:44:00+00:00,GOOGL,191.83,192.0,191.59,191.8363,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:45:00+00:00,GOOGL,191.6715,191.96,191.6715,191.94,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:46:00+00:00,GOOGL,191.96,191.98,191.88,191.93,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:47:00+00:00,GOOGL,191.89,192.08,191.81,192.08,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:48:00+00:00,GOOGL,191.9155,192.3,191.9155,192.17,0,2025-01-15 05:14:03.245259+00:00
2025-01-14 13:49:00+00:00,GOOGL,192.2857,192.2857,192.13,192.21,0,2025-01-15 05:14:03.245259+00:00
